Province,Dim1,Dim2,Cluster_KM
Bali,0.14409303751191338,0.026062398095516803,2
DKI Jakarta,0.6629968998115948,-0.20849918476413448,0
Jawa Barat,0.6629968998115949,-0.20849918476413448,0
Jawa Tengah,0.19917908369305332,0.675165788053721,1
Jawa Timur,0.14409303751191338,0.026062398095516803,2
Sumatera Selatan,0.19917908369305332,0.675165788053721,1
