Province,Dim1,Dim2,Cluster_KM
Bali,0.3096420096000007,0.7768530732549039,2
DKI Jakarta,0.8548769738022043,-0.2721972157765732,1
Jawa Barat,-0.7755790016642061,-0.06456224958357067,0
Jawa Tengah,-0.74470139264702,0.03055795461392319,0
Jawa Timur,-0.40768759229842894,-0.2767829808352576,0
Sumatera Selatan,0.7634490032074492,-0.19386858167342597,1
