Province,Dim1,Dim2,Cluster_KM
Bali,-0.0002810180447417876,0.12341255326550826,0
DKI Jakarta,0.7055909993291118,-0.0707361656853957,2
Jawa Barat,0.011811381789915143,-8.881784197001252e-16,0
Jawa Tengah,0.1008330058085995,0.987300426124057,1
Jawa Timur,-0.004295047923605966,5.967448757360216e-16,0
Sumatera Selatan,0.7012959514055057,-0.07073616568539498,2
