Province,Dim1,Dim2,Cluster_KM
Bali,0.3186648287961215,0.7812460543912618,2
DKI Jakarta,0.8063371727000633,-0.2866586895980452,1
Jawa Barat,-0.724317757834084,-0.10730259323380124,0
Jawa Tengah,-0.7612170849833776,0.06032552269998006,0
Jawa Timur,-0.4176821382968985,-0.2497912182226856,0
Sumatera Selatan,0.7782149796181754,-0.19781907603671053,1
