Province,Dim1,Dim2,Cluster_KM
Bali,0.5858027784740887,-0.06842219597426515,0
DKI Jakarta,-0.3306176828850354,-0.047356531802620325,1
Jawa Barat,0.6743887894850322,0.019881802026480072,0
Jawa Tengah,0.011156110802621536,0.6222490296701357,2
Jawa Timur,0.013945138503276916,0.7778112870876693,2
Sumatera Selatan,-0.3039866566423021,0.022276056551031903,1
