Province,Dim1,Dim2,Cluster_KM
Bali,0.291712598542568,0.7697989536106151,2
DKI Jakarta,0.8825449378492225,-0.26723611936454617,1
Jawa Barat,-0.8082886957544213,-0.06688652774873259,0
Jawa Tengah,-0.7788205075439935,0.04171139973464744,0
Jawa Timur,-0.39003493314508814,-0.3126761337270971,0
Sumatera Selatan,0.8028866000517128,-0.16471157250488838,1
