Province,Dim1,Dim2,Cluster_KM
Bali,-0.03543279002039834,0.004165835835213849,1
DKI Jakarta,0.9904747816146301,0.11664881140930763,2
Jawa Barat,-0.038427238161257316,0.7114796736980329,0
Jawa Tengah,-0.12680379584268772,0.6927327364366553,0
Jawa Timur,-0.008613045454573087,0.012118795156985995,1
Sumatera Selatan,-0.008613045454573087,0.012118795156985884,1
