Province,Dim1,Dim2,Cluster_KM
Bali,-0.26706204602659533,0.04017059172840676,2
DKI Jakarta,0.6758466501111015,-0.14782843912237456,1
Jawa Barat,0.1854221954413945,0.6963454662828447,0
Jawa Tengah,-0.24757119617977955,-0.07317520136071551,2
Jawa Timur,0.6077405128751656,-0.15312130621691347,1
Sumatera Selatan,0.08299247180153163,0.6803200153033899,0
