Province,Dim1,Dim2,Cluster_KM
Bali,0.6829462861870341,-0.15200268952981202,1
DKI Jakarta,-0.072632878861153,-0.029831145450734897,2
Jawa Barat,0.1428129281759541,0.6889633076430459,0
Jawa Tengah,-0.1452657577223064,-0.05966229090147046,2
Jawa Timur,0.6829462861870341,-0.15200268952981172,1
Sumatera Selatan,0.14281292817595406,0.6889633076430459,0
