Province,Dim1,Dim2,Cluster_KM
Bali,-3.469446951953614e-18,2.7755575615628914e-17,2
DKI Jakarta,0.6243110737760991,0.47080673066912904,1
Jawa Barat,-0.46537681491518845,0.5470303861417305,0
Jawa Tengah,0.4910221342506145,0.3800311437767611,1
Jawa Timur,-0.39058592777505463,0.5785111137687868,0
Sumatera Selatan,0.0,-1.3877787807814457e-17,2
