Province,Dim1,Dim2,Cluster_KM
Bali,-0.14072862930454766,-0.005747827723331267,0
DKI Jakarta,0.9078047602424048,0.3111163050750155,2
Jawa Barat,-0.14761143817226596,-0.06816675603001937,0
Jawa Tengah,-0.18512608773944883,-0.022428747223713796,0
Jawa Timur,0.04520390874636987,-0.01966489765690793,0
Sumatera Selatan,-0.31302040152096205,0.9474371449670921,1
