Province,Dim1,Dim2,Cluster_KM
Bali,-0.3143560279820837,-0.17959360984895756,2
DKI Jakarta,-0.17642453128262658,-0.08848130956385747,2
Jawa Barat,0.28211991573787965,0.5466396171664574,0
Jawa Tengah,0.2752103158759212,0.6259962020707185,0
Jawa Timur,0.6571407398861664,-0.23010506583935667,1
Sumatera Selatan,0.5318724993778322,-0.46506207733107624,1
