Province,Anemia_Prevalence_pct_2015,Anemia_Prevalence_pct_2016,Anemia_Prevalence_pct_2017,Anemia_Prevalence_pct_2018,Anemia_Prevalence_pct_2019,Anemia_Prevalence_pct_2020,Anemia_Prevalence_pct_2021,Anemia_Prevalence_pct_2022,Anemia_Prevalence_pct_2023,Asthma_Prevalence_pct_2015,Asthma_Prevalence_pct_2016,Asthma_Prevalence_pct_2017,Asthma_Prevalence_pct_2018,Asthma_Prevalence_pct_2019,Asthma_Prevalence_pct_2020,Asthma_Prevalence_pct_2021,Asthma_Prevalence_pct_2022,Asthma_Prevalence_pct_2023,Pneumonia_Prevalence_pct_2015,Pneumonia_Prevalence_pct_2016,Pneumonia_Prevalence_pct_2017,Pneumonia_Prevalence_pct_2018,Pneumonia_Prevalence_pct_2019,Pneumonia_Prevalence_pct_2020,Pneumonia_Prevalence_pct_2021,Pneumonia_Prevalence_pct_2022,Pneumonia_Prevalence_pct_2023
Bali,0.9713228492136909,0.5583982202447162,0.9314079422382673,1.0,1.0,1.0,1.0000000000000002,1.0,0.7118353344768438,0.0,0.1578947368421051,0.0,0.0,0.431095406360424,0.3803418803418803,0.0,0.98159509202454,0.0,0.38,0.801056338028169,0.4736091298145507,0.6515679442508711,0.4890038809831824,0.520923520923521,0.5925925925925928,0.5329192546583852,0.6980198019801982
DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.045705279747833005,0.0,0.0,0.3455571227080396,0.18306636155606393,0.021551724137931272,0.5845864661654134,0.1643109540636043,0.4423076923076925,0.05676855895196509,0.0,0.25798525798525795,1.0,0.9630281690140845,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999998,1.0
Jawa Barat,0.4616096207215541,1.0,0.29675090252707603,0.7004175365344465,0.7389885807504077,0.4658054711246198,0.53585500394011,0.6038277511961723,0.6869639794168094,0.9365303244005643,0.9999999999999998,0.8189655172413794,0.9906015037593983,0.6007067137809188,0.9914529914529915,0.6746724890829696,0.8895705521472395,1.0,0.030000000000000027,0.0,0.0,0.21777003484320567,0.02069857697283306,0.00721500721500723,0.08916323731138548,0.0,0.04785478547854782
Jawa Tengah,0.9999999999999998,0.8231368186874306,1.0000000000000002,0.36012526096033426,0.5946166394779775,0.7659574468085104,0.9141055949566586,0.6727272727272728,1.0,1.0,0.8924485125858121,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,0.823095823095823,0.0,0.31690140845070425,0.20827389443651922,0.49825783972125426,0.11384217335058205,0.20057720057720058,0.0,0.39006211180124223,0.325082508250825
Jawa Timur,0.35892691951896416,0.21357063403781984,0.04548736462093883,0.10229645093945727,0.3482871125611746,0.28039513677811545,0.35539795114263195,0.1377990430622007,0.4837049742710118,0.3018335684062059,0.0,0.1379310344827589,0.13533834586466154,0.13780918727915203,0.0,0.26855895196506574,0.3476482617586911,0.22604422604422614,0.07,0.047535211267605626,0.13980028530670463,0.0,0.0,0.0,0.0727023319615912,0.14782608695652172,0.0
Sumatera Selatan,0.46530989824236824,0.2614015572858732,0.24693140794223845,0.24321503131523992,0.764274061990212,0.46428571428571397,0.0,0.3282296650717704,0.3379073756432245,0.2820874471086037,0.25171624713958796,0.25,0.3195488721804509,0.0,0.16666666666666652,0.20305676855895194,0.6625766871165644,0.6756756756756759,0.43374999999999997,1.0,0.7232524964336663,0.46864111498257843,0.37128072445019406,0.4473304473304474,0.5706447187928669,0.4683229813664596,0.9620462046204623
