Iteration,Scaler,Transformer,Metric,Seed,SI,DBI,Score
10458,Standard,Isomap,euclidean,86212,0.3697724392470274,0.446516293169271,0.1465142926623919
10463,Standard,Spectral,correlation,29415,0.30173400187298977,0.7028459221218436,-0.049688959187932036
10464,Robust,Spectral,correlation,61166,0.835831030727291,0.17873739085358822,0.7464623353004969
10465,Standard,Isomap,cosine,98315,0.32565302810051666,0.4703471889715865,0.09047943361472341
10466,Robust,Spectral,euclidean,91479,0.3311588878920169,0.5949239252070879,0.033696925288472956
10468,MaxAbs,Spectral,cosine,74736,0.2644003064344417,0.5886536047413192,-0.029926495936217934
10470,MaxAbs,Spectral,euclidean,22966,0.5538910356632694,0.30281145033164975,0.4024853104974445
10471,Standard,Isomap,cosine,34667,0.4047985830066727,0.4345198257108316,0.18753867015125691
10472,MaxAbs,MDS,cosine,63486,0.582805727291723,0.24852406058126686,0.45854369700108955
10473,MaxAbs,Spectral,euclidean,1471,0.5596422059561644,0.09398009403392084,0.512652158939204
10474,MaxAbs,Isomap,cosine,54144,0.5375926097898723,0.31587540421006344,0.3796549076848406
10478,Robust,MDS,correlation,9826,0.5964241965430394,0.2243041326937478,0.48427213019616544
10479,Robust,MDS,euclidean,34525,0.18947837679420523,0.7527900797115619,-0.1869166630615757
10481,MinMax,Spectral,correlation,7303,0.323144722710835,0.2542430040027508,0.1960232207094596
10482,MaxAbs,MDS,euclidean,61343,0.3640726540251796,0.43273471530507174,0.1477052963726437
10483,Robust,Isomap,manhattan,68014,0.248825008454151,0.6789686671279321,-0.09065932510981506
10484,Standard,Isomap,correlation,47624,0.5749081638231893,0.21574289510073,0.46703671627282434
10485,Robust,Isomap,cosine,97459,0.4686229082924625,0.40895473357559853,0.26414554150466324
10486,Robust,Spectral,manhattan,76548,0.4542464079948763,0.38625701158158593,0.2611179022040834
10487,MaxAbs,Spectral,euclidean,51193,0.3781102984507901,0.463615432237331,0.1463025823321246
10488,Robust,MDS,cosine,71413,0.36547087806925216,0.4634713224707629,0.1337352168338707
10495,MinMax,Spectral,manhattan,3481,0.6113185880597015,0.24205380009289068,0.4902916880132562
10496,MinMax,MDS,euclidean,67103,0.262474071504539,0.5395159149712602,-0.007283885981091087
10501,Standard,MDS,correlation,30849,0.49692687778940514,0.2728327724013361,0.3605104915887371
10504,MaxAbs,Isomap,correlation,81437,0.5256013775032914,0.3708624280498179,0.34017016347838247
10505,Robust,Spectral,correlation,77101,0.30690077224303475,0.2973862164561358,0.15820766401496686
10508,MinMax,MDS,cosine,75504,0.39847995087694915,0.45651722221930857,0.17022133976729487
10511,Robust,MDS,manhattan,17591,0.21922645870828109,0.5747809515613792,-0.06816401707240852
10512,Robust,MDS,correlation,28736,0.5947094652009338,0.22561331622665573,0.48190280708760597
10513,MinMax,Spectral,cosine,32114,0.28914620090355675,0.31669693176058894,0.13079773502326228
10514,Standard,Spectral,correlation,20675,0.3875448276745917,0.4659364568402105,0.15457659925448644
10515,Robust,Isomap,euclidean,79053,0.209514900000627,0.7553154015039946,-0.16814280075137028
10519,MinMax,MDS,euclidean,79410,0.2582306177527545,0.5378894317687691,-0.010714098131630045
10520,Standard,Spectral,cosine,85536,0.43940188974802125,0.34923257113667033,0.2647856041796861
10525,Robust,Spectral,cosine,28309,0.48674168835509496,0.33858575370087207,0.3174488115046589
10526,MaxAbs,Isomap,euclidean,6970,0.26319954278138175,0.5013465924021255,0.012526246580318978
10527,MinMax,Isomap,manhattan,80590,0.24685374468104684,0.5429207636611174,-0.024606637149511862
10528,MaxAbs,Spectral,euclidean,14005,0.47819335792738243,0.17877621863185192,0.3888052486114565
10530,MaxAbs,Isomap,manhattan,92080,0.25194470659980733,0.5289088007696704,-0.012509693785027864
10532,MinMax,Isomap,manhattan,84389,0.2327172032988656,0.5742980138807536,-0.054431803641511206
10535,Robust,Isomap,correlation,54572,0.649666332373992,0.18894318704174765,0.5551947388531181
10538,Standard,MDS,correlation,57628,0.5054692309013902,0.2657637798787555,0.3725873409620124
10540,MinMax,MDS,euclidean,61730,0.3081793877330124,0.4962288086527831,0.06006498340662084
10544,Standard,Spectral,manhattan,17271,0.30271014503242993,0.31188098933739855,0.14676965036373066
10546,MaxAbs,Spectral,cosine,95862,0.4081309501019558,0.4301042111799533,0.19307884451197918
10548,MinMax,Isomap,manhattan,89321,0.24685374468104684,0.5429207636611174,-0.024606637149511862
10551,Standard,MDS,manhattan,25987,0.24994035501415113,0.5432502941612327,-0.02168479206646523
10553,MaxAbs,MDS,cosine,89228,0.5801245870190742,0.2462812252265684,0.45698397440579
10554,MinMax,Isomap,correlation,39011,0.39426945229546323,0.3276773018451847,0.2304308013728709
10555,Standard,MDS,correlation,60826,0.5060626896739867,0.2654591425617342,0.3733331183931196
10556,Standard,MDS,cosine,77683,0.376807456314233,0.43377475479391436,0.15992007891727583
10559,MaxAbs,Isomap,correlation,32785,0.5256013775032914,0.3708624280498179,0.34017016347838247
10560,MinMax,Isomap,correlation,68438,0.4392173162464052,0.29111800980404984,0.29365831134438025
10563,MaxAbs,Spectral,manhattan,1157,0.5030271365456295,0.3230738139610733,0.3414902295650928
10564,MaxAbs,MDS,euclidean,2566,0.2916458474385103,0.48736450834400286,0.04796359326650887
10565,MaxAbs,Isomap,euclidean,2000,0.32840664933357383,0.47310888556314173,0.09185220655200296
10566,Robust,Isomap,cosine,35792,0.44683109692572315,0.4142315427067061,0.2397153255723701
10567,MinMax,MDS,manhattan,30321,0.25666504273983803,0.5353794893657878,-0.011024701943055881
10570,MaxAbs,MDS,euclidean,38165,0.2613328754273379,0.611966938485385,-0.04465059381535458
10571,MaxAbs,Isomap,euclidean,28488,0.4336109039140761,0.38888695027849357,0.2391674287748293
10574,Robust,Spectral,cosine,71720,0.36331161381297283,0.48995784860547215,0.11833268951023676
10576,MinMax,Spectral,correlation,64484,0.41055998684386386,0.21919031388643018,0.30096482990064877
10578,MaxAbs,Isomap,correlation,78949,0.5483334729552607,0.30441226084543954,0.3961273425325409
10579,Standard,Isomap,correlation,84427,0.540429295456866,0.24351877054378043,0.4186699101849758
10582,MaxAbs,MDS,euclidean,90204,0.29263305073599616,0.4831697841718728,0.051048158650059766
10583,Standard,Isomap,cosine,40374,0.41576325374618794,0.43096757276908537,0.20027946736164526
10587,MinMax,MDS,cosine,54762,0.37859334371394066,0.49922129539176135,0.12898269601805998
10588,Robust,Spectral,manhattan,20825,0.5208321842468175,0.31056906184178606,0.36554765332592454
10589,Robust,Isomap,manhattan,89090,0.248825008454151,0.6789686671279321,-0.09065932510981506
10590,Robust,Isomap,manhattan,96098,0.248825008454151,0.6789686671279321,-0.09065932510981506
10593,MinMax,MDS,manhattan,61869,0.2561726417543305,0.5371548132670516,-0.012404764879195285
10594,Robust,Isomap,manhattan,40900,0.248825008454151,0.6789686671279321,-0.09065932510981506
10596,MinMax,MDS,euclidean,48458,0.30005173732971435,0.4987937372741577,0.050654868692635496
10597,MaxAbs,MDS,correlation,48284,0.5403758387648686,0.3483503366682772,0.36620067043073
10600,MaxAbs,Isomap,correlation,7691,0.5483334729552607,0.30441226084543954,0.3961273425325409
10601,Standard,MDS,euclidean,17146,0.25341069493050716,0.5505972467714014,-0.02188792845519355
10607,Robust,Isomap,cosine,43585,0.44683109692572315,0.4142315427067061,0.2397153255723701
10608,Standard,Isomap,manhattan,65533,0.27688088998814436,0.5208351602836012,0.016463309846343754
10609,MinMax,Isomap,correlation,58434,0.4392173162464052,0.29111800980404984,0.29365831134438025
10611,MinMax,MDS,manhattan,96076,0.25700744674995313,0.5350387624568629,-0.010511934478478313
10612,MinMax,MDS,correlation,32388,0.42416447404757296,0.31475270100532965,0.2667881235449081
10613,Standard,MDS,euclidean,86758,0.2529005285643862,0.5479276740555893,-0.021063308463408426
10614,Standard,MDS,correlation,66779,0.5057209059088225,0.2655679516800193,0.3729369300688128
10615,MaxAbs,Isomap,euclidean,7884,0.4336109039140761,0.38888695027849357,0.2391674287748293
10616,Standard,MDS,cosine,60484,0.3881276101305698,0.4293141026708293,0.17347055879515513
10617,Robust,MDS,euclidean,57723,0.19038724891950462,0.7512227157763459,-0.18522410896866834
10618,Standard,Isomap,euclidean,8268,0.23064427864328998,0.5848038273037082,-0.0617576350085641
10619,Standard,Spectral,euclidean,92021,0.4616207598007725,0.3657544597941746,0.2787435299036852
10620,Robust,Spectral,cosine,41503,0.6763653188914348,0.18557743042467068,0.5835766036790995
10622,MinMax,Spectral,cosine,26523,0.509518510171454,0.3564915139494169,0.33127275319674554
10624,MaxAbs,Spectral,manhattan,96311,0.29563535490875237,0.5590994106788264,0.016085649569339167
10625,MaxAbs,MDS,cosine,74607,0.5618275229483832,0.2744226353792776,0.42461620525874444
10627,MaxAbs,Isomap,correlation,46184,0.5483334729552607,0.30441226084543954,0.3961273425325409
10629,Standard,Isomap,euclidean,50108,0.2458981881830216,0.6646408815737123,-0.08642225260383454
10630,Standard,Isomap,cosine,14727,0.32565302810051666,0.4703471889715865,0.09047943361472341
10631,Standard,Spectral,manhattan,30215,0.37118499963500234,0.27344805286675306,0.23446097320162582
10633,Robust,Spectral,correlation,6629,0.19485245633749862,0.41378677834388694,-0.01204093283444485
10634,MaxAbs,Spectral,correlation,5580,0.37286270142038985,0.5458457291051867,0.0999398368677965
10636,MaxAbs,Spectral,correlation,28580,0.3086458754139982,0.5008635039094781,0.05821412345925914
10637,Robust,Spectral,manhattan,64337,0.4020302393329034,0.4107646008792989,0.19664793889325394
10638,MinMax,Isomap,euclidean,28073,0.39022426519241676,0.4253586711482988,0.17754492961826737
10641,Robust,MDS,correlation,93578,0.5943183582217454,0.2235010524924218,0.4825678319755345
10642,MaxAbs,Isomap,correlation,46906,0.5483334729552607,0.30441226084543954,0.3961273425325409
10644,Standard,MDS,manhattan,7559,0.250685382562091,0.5431826358269433,-0.020905935351380633
10645,Robust,MDS,manhattan,23895,0.21934974352508116,0.5735865588631966,-0.06744353590651717
10646,Robust,Isomap,cosine,67497,0.4312876549886548,0.4091170210479642,0.22672914446467268
10648,Standard,MDS,manhattan,58358,0.2501566146542261,0.5430628827502214,-0.021374826720884588
10649,Standard,MDS,cosine,97473,0.3833809964333865,0.4296986050247722,0.16853169392100043
10650,Robust,MDS,manhattan,30552,0.22012778358888285,0.5740800722196505,-0.0669122525209424
10651,MinMax,MDS,manhattan,80466,0.2549864916563137,0.5362254930371538,-0.01312625486226321
10654,MinMax,MDS,euclidean,6120,0.2578013575478321,0.5391774164426132,-0.011787350673474473
10656,MaxAbs,MDS,euclidean,30397,0.31213377650001023,0.46351330551549613,0.08037712374226216
10657,MaxAbs,Isomap,correlation,37290,0.5483334729552607,0.30441226084543954,0.3961273425325409
10658,MaxAbs,Isomap,euclidean,90676,0.4336109039140761,0.38888695027849357,0.2391674287748293
10661,MaxAbs,Spectral,euclidean,92488,0.5037187910284561,0.4997336484884327,0.2538519667842397
10662,MinMax,Spectral,correlation,25574,0.5035336984377558,0.3227183318278262,0.34217453252384267
10665,MinMax,Isomap,correlation,89827,0.39426945229546323,0.3276773018451847,0.2304308013728709
10667,Standard,MDS,manhattan,94450,0.2499680267645579,0.5432518943841211,-0.02165792042750267
10668,Robust,Spectral,cosine,10715,0.3857047330244569,0.21344008711768356,0.2789846894656151
10671,MinMax,Spectral,euclidean,13934,0.6172816449837636,0.34460483992092344,0.4449792250233019
10676,Robust,Spectral,euclidean,75124,0.2590274379619394,0.36892264763820704,0.07456611414283587
10679,Robust,Spectral,cosine,11743,0.34874959508017406,0.2647439992990321,0.21637759543065802
10685,MinMax,Spectral,correlation,88674,0.36853779849715934,0.5534251942048699,0.09182520139472439
10686,Standard,Isomap,correlation,68433,0.5749081638231893,0.21574289510073,0.46703671627282434
10687,MaxAbs,Isomap,correlation,70747,0.5256013775032914,0.3708624280498179,0.34017016347838247
10688,Robust,Isomap,correlation,72975,0.6696682040553247,0.1701703091025235,0.5845830495040629
10689,Robust,Isomap,cosine,28902,0.4312876549886548,0.4091170210479642,0.22672914446467268
10691,Robust,Isomap,euclidean,38122,0.209514900000627,0.7553154015039946,-0.16814280075137028
10692,MinMax,MDS,manhattan,32518,0.25598838065444834,0.5370863846858427,-0.012554811688473
10693,MinMax,Isomap,cosine,23130,0.3834159963583554,0.47265400655293094,0.1470889930818899
10694,Standard,Isomap,manhattan,33333,0.22699721893298386,0.5817302896210892,-0.06386792587756074
10695,MaxAbs,Spectral,cosine,35296,0.5101248723210379,0.14419939790271688,0.43802517336967944
10700,MaxAbs,MDS,manhattan,89370,0.2633902046596496,0.6074742480313938,-0.04034691935604734
10701,Robust,Isomap,correlation,71011,0.649666332373992,0.18894318704174765,0.5551947388531181
10702,Robust,Isomap,correlation,29395,0.6788970550490973,0.1559183911588814,0.6009378594696566
10703,MinMax,Spectral,euclidean,61114,0.33634993731725277,0.5594446147527136,0.056627629940895985
10704,MinMax,Spectral,cosine,81268,0.6269696456347376,0.24198887947928446,0.5059752058950954
10705,Standard,Spectral,euclidean,81341,0.5620293527952147,0.4501911688917804,0.33693376834932454
10708,MinMax,Isomap,cosine,99455,0.3834159963583554,0.47265400655293094,0.1470889930818899
10710,Standard,MDS,euclidean,38477,0.25308814677808217,0.5486440343187825,-0.021233870381309083
10711,MinMax,Isomap,euclidean,92367,0.39022426519241676,0.4253586711482988,0.17754492961826737
10712,MinMax,Isomap,manhattan,26614,0.2815772504695674,0.5143788940608315,0.024387803439151645
10713,MaxAbs,MDS,manhattan,28027,0.30366181177228047,0.5743983822776837,0.016462620633438618
10714,MaxAbs,Isomap,correlation,11021,0.5483334729552607,0.30441226084543954,0.3961273425325409
10718,Standard,MDS,manhattan,74177,0.24995676011141346,0.5432226783930305,-0.021654579085101794
10720,Robust,Isomap,euclidean,10131,0.24199367727638185,0.6926456235385388,-0.10432913449288753
10721,MinMax,Isomap,cosine,33195,0.30996097754013696,0.549745919715416,0.035088017682428974
10722,Robust,Isomap,euclidean,59607,0.209514900000627,0.7553154015039946,-0.16814280075137028
10723,Robust,MDS,cosine,35751,0.36447524858408814,0.4637343185415041,0.1326080893133361
10724,Robust,Spectral,euclidean,87592,0.4637393086225042,0.17137585719716816,0.3780513800239201
10725,MinMax,Isomap,manhattan,75214,0.2815772504695674,0.5143788940608315,0.024387803439151645
10726,MinMax,Spectral,euclidean,12003,0.41047656448881975,0.3752057237210326,0.22287370262830344
10727,Robust,MDS,correlation,39502,0.5950789561641835,0.22460243474426858,0.4827777387920492
10730,MaxAbs,Isomap,cosine,57080,0.5375926097898723,0.31587540421006344,0.3796549076848406
10731,Robust,Spectral,correlation,51015,0.3115077177527809,0.27590894948605443,0.1735532430097537
10733,Robust,Spectral,manhattan,65295,0.45381194485136356,0.4996505586408318,0.20398666553094766
10736,Robust,Spectral,correlation,40349,0.5246981190427134,0.36673162210299576,0.3413323079912155
10742,MinMax,Isomap,euclidean,86520,0.39022426519241676,0.4253586711482988,0.17754492961826737
10743,Robust,Spectral,manhattan,43374,0.32189225373217206,0.6884353344055182,-0.02232541347058703
10744,MaxAbs,Spectral,correlation,59352,0.3726455681150663,0.22139434547732292,0.2619483953764048
10745,Robust,Spectral,correlation,72739,0.30427676929876407,0.638671393576783,-0.01505892748962745
10746,Standard,Isomap,cosine,30319,0.4047985830066727,0.4345198257108316,0.18753867015125691
10747,Robust,MDS,cosine,98347,0.3651342452652861,0.46331396381648354,0.13347726335704432
10748,MaxAbs,MDS,cosine,51426,0.5623380595229478,0.27844400726833424,0.42311605588878065
10749,MaxAbs,MDS,cosine,78642,0.5757267459665206,0.25878490853227404,0.44633429170038363
10751,MaxAbs,Isomap,manhattan,19796,0.25194470659980733,0.5289088007696704,-0.012509693785027864
10752,MinMax,Isomap,euclidean,41742,0.23365126851899878,0.575336335185499,-0.05401689907375071
10754,MinMax,Isomap,correlation,85619,0.39426945229546323,0.3276773018451847,0.2304308013728709
10755,MinMax,Isomap,cosine,21499,0.3834159963583554,0.47265400655293094,0.1470889930818899
10756,MaxAbs,MDS,cosine,5536,0.5724975240701446,0.2667194175964629,0.4391378152719132
10758,Robust,MDS,cosine,57892,0.36662632387939537,0.4618829927151751,0.13568482752180783
10760,MinMax,Spectral,correlation,85827,0.23649916705543172,0.6193392394185467,-0.07317045265384164
10762,Robust,Spectral,manhattan,54026,0.2727679701245085,0.328229397217973,0.10865327151552198
10764,Robust,MDS,euclidean,64487,0.1595503432166928,0.8136486044878607,-0.24727395902723753
10765,Standard,MDS,euclidean,29093,0.252812081590151,0.5478732476829061,-0.02112454225130206
10766,Standard,Isomap,correlation,29826,0.5648569492790197,0.22503590736377252,0.4523389955971335
10767,Standard,Spectral,euclidean,40566,0.4899205457055367,0.3128964719053691,0.33347230975285214
10769,Standard,Spectral,manhattan,56406,0.37996406797748167,0.5225086877309787,0.11870972411199232
10770,MinMax,MDS,euclidean,37008,0.3008862473313625,0.49946298820773505,0.051154753227494965
10771,MaxAbs,MDS,cosine,87632,0.5739372620985167,0.26406557559129257,0.4419044743028704
10773,Standard,MDS,manhattan,72681,0.24993609542644987,0.5432859316626778,-0.021706870404889028
10775,MinMax,Isomap,euclidean,39518,0.39022426519241676,0.4253586711482988,0.17754492961826737
10776,Standard,MDS,manhattan,77032,0.25030612099560745,0.5430510315090117,-0.02121939475889839
10777,MaxAbs,Isomap,cosine,76162,0.5505677301235272,0.30375615578322174,0.3986896522319163
10778,Robust,MDS,manhattan,87477,0.22102778288003286,0.5733794663158224,-0.06566195027787833
10780,MaxAbs,Isomap,euclidean,36347,0.32840664933357383,0.47310888556314173,0.09185220655200296
10789,Robust,MDS,manhattan,39654,0.2201292678021208,0.5740800956597675,-0.06691078002776293
10790,MaxAbs,MDS,cosine,3330,0.5732453455912623,0.2637104349996666,0.44139012809142897
10796,Robust,Isomap,euclidean,37414,0.21173721161062475,0.6976009707381542,-0.13706327375845234
10797,MaxAbs,Spectral,manhattan,16604,0.5797373849493385,0.27999683776237966,0.43973896606814866
10798,MaxAbs,MDS,cosine,59210,0.5542248364035284,0.29337455577805516,0.4075375585145008
10799,MaxAbs,MDS,correlation,59883,0.5069709438508689,0.4025007532179386,0.30572056724189967
10800,Robust,MDS,cosine,25871,0.3643228508372302,0.46414506078417284,0.1322503204451438
10802,MinMax,Spectral,euclidean,25630,0.23451703575407,0.3326708166363281,0.06818162743590597
10803,Robust,Spectral,correlation,15576,0.4325405371735443,0.46934485611558313,0.19786810911575273
10804,MaxAbs,MDS,correlation,75091,0.5610113171217793,0.3140023162689988,0.4040101589872799
10809,Robust,Isomap,manhattan,50314,0.1991917404628887,0.6115877154370639,-0.10660211725564325
10811,MinMax,Isomap,correlation,57946,0.4206776736203374,0.3107726729325893,0.26529133715404274
10812,MinMax,MDS,cosine,78955,0.4018911789607446,0.45246270365864794,0.17565982713142064
10813,Robust,MDS,correlation,32512,0.5964634081733304,0.223690071144685,0.48461837260098795
10814,Standard,Isomap,correlation,87830,0.540429295456866,0.24351877054378043,0.4186699101849758
10815,MinMax,Spectral,correlation,83984,0.3981313440864849,0.4700250063512321,0.1631188409108688
10819,MaxAbs,Isomap,cosine,24291,0.5375926097898723,0.31587540421006344,0.3796549076848406
10820,MaxAbs,Spectral,cosine,7484,0.4062746909711281,0.22799778898705006,0.2922757964776031
10822,Robust,MDS,cosine,30915,0.3657567807853308,0.46277091942914045,0.13437132107076058
10825,MinMax,Isomap,manhattan,86362,0.2327172032988656,0.5742980138807536,-0.054431803641511206
10830,MaxAbs,Spectral,cosine,89470,0.36772163395232876,0.4947011191262322,0.12037107438921266
10834,Robust,Isomap,correlation,94116,0.6696682040553247,0.1701703091025235,0.5845830495040629
10835,Standard,Isomap,cosine,59895,0.4047985830066727,0.4345198257108316,0.18753867015125691
10836,Standard,Isomap,correlation,90646,0.5648569492790197,0.22503590736377252,0.4523389955971335
10839,MinMax,Isomap,euclidean,69439,0.39022426519241676,0.4253586711482988,0.17754492961826737
10840,Standard,Isomap,correlation,52575,0.5749081638231893,0.21574289510073,0.46703671627282434
10842,Robust,Isomap,manhattan,68591,0.1991917404628887,0.6115877154370639,-0.10660211725564325
10843,Standard,MDS,euclidean,5908,0.36058346499330657,0.6503890513578076,0.03538893931440279
10845,Robust,Spectral,manhattan,4390,0.22837072577722792,0.3326990868280444,0.062021182363205724
10846,Standard,MDS,cosine,51563,0.3851283781435038,0.4225225852174182,0.1738670855347947
10847,MinMax,Isomap,cosine,88952,0.3834159963583554,0.47265400655293094,0.1470889930818899
10848,MinMax,MDS,euclidean,15719,0.2584249939108218,0.5377963967710333,-0.010473204474694853
10850,Robust,MDS,correlation,88719,0.5903805895527864,0.22710276026904241,0.4768292094182652
10852,MinMax,Spectral,correlation,68039,0.27548176816381137,0.3024285783397729,0.12426747899392493
10853,Robust,Spectral,cosine,85947,0.4322906888603444,0.39802207817513846,0.23327964977277516
10854,MaxAbs,Spectral,correlation,56279,0.43168359427175784,0.17255123980951728,0.3454079743669992
10855,MaxAbs,MDS,cosine,90031,0.5782941383930786,0.24968087306504425,0.4534537018605565
10857,MaxAbs,Spectral,correlation,50833,0.4612218683553187,0.18635058053148768,0.36804657808957486
10858,Standard,Spectral,cosine,58507,0.6478284213582259,0.38044380551600104,0.4576065186002254
10859,Standard,MDS,correlation,2177,0.5040262544933762,0.2663782444103382,0.37083713228820714
10860,MinMax,MDS,euclidean,722,0.2622462349327956,0.5393195339131261,-0.007413532023767488
10863,Standard,Spectral,euclidean,21525,0.2856948236460795,0.635088987259198,-0.03184966998351951
10865,Standard,Isomap,correlation,91616,0.5648569492790197,0.22503590736377252,0.4523389955971335
10868,Standard,Isomap,euclidean,20899,0.2458981881830216,0.6646408815737123,-0.08642225260383454
10869,MinMax,Spectral,euclidean,48039,0.24331681848189146,0.7372845411564503,-0.12532545209633367
10870,MinMax,MDS,euclidean,65257,0.3003171876091721,0.49745175489337506,0.051591310162484555
10871,MinMax,Isomap,euclidean,78892,0.25350989063976914,0.6486574595292411,-0.07081883912485143
10872,MinMax,MDS,manhattan,2559,0.25543287949674126,0.5382402856091727,-0.013687263307845088
10873,MinMax,MDS,manhattan,8485,0.25601269660177145,0.5372953440268856,-0.012634975411671356
10874,Robust,MDS,euclidean,47805,0.18949772997825268,0.7526666731465405,-0.18683560659501755
10875,Robust,Spectral,cosine,80166,0.324908994867819,0.5043150493167768,0.07275147020943057
10880,MaxAbs,MDS,manhattan,87919,0.2625638635716671,0.608724196268717,-0.04179823456269138
10881,Standard,Isomap,manhattan,89612,0.22699721893298386,0.5817302896210892,-0.06386792587756074
10882,MaxAbs,Isomap,correlation,44172,0.5256013775032914,0.3708624280498179,0.34017016347838247
10883,Robust,MDS,correlation,65232,0.5936564571371256,0.22888354208631256,0.4792146860939693
10884,MaxAbs,Spectral,cosine,82092,0.3513265149424702,0.23994999707758988,0.23135151640367524
10885,Robust,Isomap,euclidean,5160,0.209514900000627,0.7553154015039946,-0.16814280075137028
10888,MinMax,Spectral,manhattan,73611,0.41164824996101473,0.20424958708129123,0.3095234564203691
10889,Standard,MDS,manhattan,67442,0.24945955680714801,0.543617461167785,-0.022349173776744474
10891,Robust,MDS,correlation,94376,0.5951686422778165,0.22646873834459624,0.4819342731055184
10892,MinMax,MDS,manhattan,86029,0.25473297284298724,0.5370924410549534,-0.013813247684489438
10896,Robust,Isomap,correlation,70022,0.6788970550490973,0.1559183911588814,0.6009378594696566
10899,MaxAbs,Isomap,cosine,76615,0.5375926097898723,0.31587540421006344,0.3796549076848406
10901,Robust,Isomap,manhattan,65924,0.25791640088576245,0.6641099283494827,-0.07413856328897889
10902,MinMax,Spectral,euclidean,73093,0.5660917705637786,0.07787164849330382,0.5271559463171267
10904,Robust,Isomap,euclidean,32718,0.24199367727638185,0.6926456235385388,-0.10432913449288753
10908,MaxAbs,MDS,euclidean,16826,0.27862191677331966,0.5865654011634371,-0.014660783808398914
10911,Robust,MDS,manhattan,94041,0.22070946740701156,0.5721297574235186,-0.06535541130474773
10912,Standard,Isomap,cosine,23367,0.4047985830066727,0.4345198257108316,0.18753867015125691
10913,MaxAbs,MDS,euclidean,34541,0.304120864558937,0.5515102017809961,0.02836576366843896
10914,Standard,MDS,euclidean,61658,0.2533521767857138,0.5502091955461129,-0.021752420987342647
10916,Standard,Spectral,cosine,32539,0.47060975029773155,0.3926280939426285,0.2742957033264173
10921,MinMax,Isomap,euclidean,42259,0.23365126851899878,0.575336335185499,-0.05401689907375071
10922,Robust,Spectral,correlation,87270,0.48887076180950184,0.3466714602375562,0.3155350316907237
10923,MinMax,Spectral,correlation,874,0.3031698408041832,0.562823130888252,0.0217582753600572
10931,Robust,Spectral,euclidean,13725,0.45976155216827624,0.4021334826932506,0.2586948108216509
10932,MinMax,Isomap,euclidean,51318,0.39022426519241676,0.4253586711482988,0.17754492961826737
10933,MaxAbs,MDS,correlation,8131,0.5027702634644146,0.4088843905233748,0.29832806820272717
10938,MinMax,MDS,manhattan,67134,0.2548948020786454,0.5373394776397356,-0.013774936741222377
10941,MaxAbs,Spectral,cosine,80234,0.4663132662422888,0.18105748761879834,0.3757845224328896
10943,MinMax,Spectral,euclidean,65653,0.47637492028165823,0.16642517968781623,0.3931623304377501
10944,MaxAbs,MDS,correlation,50513,0.5640000705669396,0.3093950970053318,0.40930252206427364
10945,Standard,Spectral,cosine,26903,0.4455629784503687,0.4163867177455684,0.23736961957758448
10946,Standard,Isomap,cosine,75487,0.4047985830066727,0.4345198257108316,0.18753867015125691
10949,Robust,Spectral,euclidean,37745,0.4633507565037185,0.17284381425538523,0.3769288493760259
10950,Robust,Spectral,euclidean,70434,0.30544014495994204,0.2939706434856831,0.1584548232171005
10951,Robust,Isomap,cosine,26516,0.44683109692572315,0.4142315427067061,0.2397153255723701
10953,MinMax,MDS,cosine,35207,0.38462821071658754,0.4854059526562831,0.14192523438844598
10955,MinMax,MDS,euclidean,67165,0.26255087081478334,0.5389908798095164,-0.006944569089974872
10958,MinMax,MDS,correlation,8578,0.42615642263158166,0.3134459840465931,0.2694334306082851
10960,MaxAbs,Spectral,correlation,6030,0.41460101955811507,0.21965085946868454,0.3047755898237728
10963,MaxAbs,MDS,correlation,59125,0.5026727269875172,0.40843816763916346,0.29845364316793543
10964,MinMax,MDS,manhattan,63505,0.25598392098712325,0.5372957986855492,-0.012663978355651362
10966,MinMax,MDS,euclidean,64808,0.26240153059747334,0.5392256075326244,-0.00721127316883885
10967,Standard,Spectral,cosine,87564,0.3679837492315523,0.5827581687891515,0.07660466483697653
10968,MaxAbs,Isomap,cosine,4024,0.5375926097898723,0.31587540421006344,0.3796549076848406
10969,Standard,Isomap,manhattan,52471,0.22699721893298386,0.5817302896210892,-0.06386792587756074
10970,MinMax,Isomap,correlation,13941,0.4206776736203374,0.3107726729325893,0.26529133715404274
10971,MaxAbs,Isomap,euclidean,24999,0.32840664933357383,0.47310888556314173,0.09185220655200296
10973,Standard,MDS,euclidean,58693,0.25461635415415046,0.5496670221927692,-0.020217156942234138
10976,MaxAbs,Spectral,manhattan,5055,0.22287493568893055,0.35090426012522796,0.047422805626316566
10978,MinMax,MDS,euclidean,3705,0.26171863116299776,0.5391568639739296,-0.007859800823967034
10980,MaxAbs,MDS,cosine,43225,0.5682192586527112,0.27123088661178313,0.4326038153468196
10981,Robust,Spectral,manhattan,91797,0.2874876858037127,0.5881813369166092,-0.006602982654591916
10983,Standard,Spectral,euclidean,14933,0.3173070287148051,0.49173790166242837,0.07143807788359091
10984,MaxAbs,Spectral,cosine,88646,0.35999935570262503,0.467416774401612,0.12629096850181903
10985,Robust,Spectral,correlation,6778,0.4991307686302085,0.1724552788037871,0.41290312922831496
10990,Robust,MDS,cosine,24474,0.3649030799586981,0.4636495289070419,0.13307831550517712
10991,MaxAbs,Spectral,correlation,4100,0.4141217042116596,0.19607902202270222,0.3160821932003085
